id,name,conference,nat_rank,commits,five_star,four_star,three_star,avg,points,year
3565,Missouri,SEC,37,22,0,3,19,86.23,202.13,2019
3566,Oklahoma State,Big-12,38,21,0,3,18,86.01,202.09,2019
3567,Virginia,ACC,39,23,0,1,22,85.71,200.89,2019
3568,UCLA,Pac-12,40,21,0,1,20,85.69,199.61,2019
3569,Iowa,Big-Ten,41,22,0,3,19,85.94,199.36,2019
3570,Utah,Pac-12,42,19,0,4,14,86.12,196.61,2019
3571,California,Pac-12,43,24,0,1,23,85.64,196.48,2019
3572,Colorado,Pac-12,44,26,0,1,25,84.91,194.55,2019
3573,Minnesota,Big-Ten,45,21,0,0,20,85.79,194.48,2019
3574,Iowa State,Big-12,46,23,0,2,21,85.33,192.25,2019
3575,Maryland,Big-Ten,47,18,0,3,15,85.73,192.18,2019
3576,West Virginia,Big-12,48,22,0,2,19,85.74,191.83,2019
3577,Duke,ACC,49,21,0,1,20,85.38,191.38,2019
3578,Georgia Tech,ACC,50,22,0,1,20,85.53,188.28,2019
3579,Northwestern,Big-Ten,51,19,0,0,19,85.99,188.14,2019
3580,Oregon State,Pac-12,52,22,0,1,21,84.55,186.65,2019
3581,Illinois,Big-Ten,53,16,0,3,12,86.22,184.37,2019
3582,Boise State,M-West,54,20,0,2,14,85.11,183.58,2019
3583,Arizona,Pac-12,55,20,0,1,19,84.77,182.67,2019
3584,Syracuse,ACC,56,20,0,0,20,84.83,182.67,2019
3585,Vanderbilt,SEC,57,22,0,0,21,84.51,182.42,2019
3586,Wake Forest,ACC,58,21,0,2,19,84.6,182.26,2019
3587,Pittsburgh,ACC,59,19,0,0,18,85.12,181.53,2019
3588,UCF,AAC,60,22,0,0,22,84.24,179.69,2019
3589,Florida Atlantic,C-USA,61,33,0,0,28,82.93,178.99,2019
3590,Texas Tech,Big-12,62,20,0,0,19,84.26,177.69,2019
3591,Kansas State,Big-12,63,23,0,0,21,83.97,177.4,2019
3592,Boston College,ACC,64,18,0,0,18,85.14,177.26,2019
3593,Rutgers,Big-Ten,65,20,0,0,20,84.38,174.33,2019
3594,Washington State,Pac-12,66,20,0,0,20,84.35,174.14,2019
3595,Memphis,AAC,67,23,0,0,22,83.76,172.84,2019
3596,SMU,AAC,68,20,0,0,17,82.95,167.28,2019
3597,Louisville,ACC,69,15,0,1,14,84.96,165.93,2019
3598,Kansas,Big-12,70,18,0,1,15,83.76,165.84,2019
3599,Marshall,C-USA,71,31,0,0,26,81.84,165.42,2019
3600,Houston,AAC,72,18,0,0,17,84.02,165.39,2019
3601,Toledo,MAC,73,23,0,0,19,82.87,162.01,2019
3602,UAB,C-USA,74,25,0,0,18,81.81,160.48,2019
3603,North Texas,C-USA,75,24,0,0,23,82.82,158.78,2019
3604,Louisiana,SBC,76,28,0,0,22,81.81,158.58,2019
3605,USF,AAC,77,22,0,0,19,83.31,158.44,2019
3606,East Carolina,AAC,78,21,0,0,18,82.56,158.4,2019
3607,Cincinnati,AAC,79,16,0,0,15,83.81,158.17,2019
3608,Troy,SBC,80,23,0,0,18,82,157.59,2019
3609,BYU,Ind.,81,20,0,1,17,82.25,156.76,2019
3610,Southern Miss,C-USA,82,28,0,0,21,81.3,156.39,2019
3611,Louisiana Tech,C-USA,83,19,0,0,15,82.47,155.46,2019
3612,Colorado State,M-West,84,20,0,0,17,82.27,155.22,2019
3613,Middle Tennessee State,C-USA,85,25,0,0,19,81.62,154.43,2019
3614,Western Kentucky,C-USA,86,26,0,0,18,81.18,153.89,2019
3615,Fresno State,M-West,87,22,0,0,18,81.94,152.71,2019
3616,FIU,C-USA,88,18,0,0,17,82.55,152.57,2019
3617,Miami (OH),MAC,89,30,0,0,17,80.77,151.13,2019
3618,Utah State,M-West,90,27,0,0,20,81.21,149.92,2019
3619,San Diego State,M-West,91,22,0,0,17,81.49,149.19,2019
3620,Western Michigan,MAC,92,23,0,0,15,81.18,148.7,2019
3621,Nevada,M-West,93,19,0,0,13,81.69,145.27,2019
3622,Tulane,AAC,94,20,0,0,15,81.59,144.82,2019
3623,Arkansas State,SBC,95,24,0,0,16,80.58,143.36,2019
3624,UTSA,C-USA,96,22,0,0,16,81.06,142.31,2019
3625,Wyoming,M-West,97,24,0,0,12,80.34,140.75,2019
3626,Georgia State,SBC,98,22,0,0,13,80.49,140.37,2019
3627,Appalachian State,SBC,99,18,0,0,16,81.52,139,2019
3628,Kent State,MAC,100,28,0,0,14,80.15,138.12,2019
3629,Ohio,MAC,101,19,0,0,13,81.03,138.11,2019
3630,UNLV,M-West,102,20,0,0,11,80.83,137.99,2019
3631,Central Michigan,MAC,103,23,0,0,12,80.12,137.96,2019
3632,Temple,AAC,104,19,0,0,16,81.47,136.56,2019
3633,Army,Ind.,105,25,0,0,12,80.41,135.17,2019
3634,Buffalo,MAC,106,26,0,0,9,79.89,134.64,2019
3635,Tulsa,AAC,107,22,0,0,11,80.19,134.32,2019
3636,Northern Illinois,MAC,108,20,0,0,12,80.79,134.16,2019
3637,Portland State,,109,26,0,0,11,79.39,132.85,2019
3638,Air Force,M-West,110,51,0,0,10,78.14,132.36,2019
3639,Rice,C-USA,111,29,0,0,11,79.18,132.03,2019
3640,UTEP,C-USA,112,34,0,0,8,78.46,131.98,2019
3642,Massachusetts,Ind.,114,21,0,0,14,80.3,130.79,2019
3643,Akron,MAC,115,24,0,0,9,79.23,130.23,2019
3644,Hawaii,M-West,116,23,0,0,13,80.15,129.53,2019
3645,Old Dominion,C-USA,117,33,0,0,10,79.2,128.31,2019
3646,New Mexico,M-West,118,26,0,0,12,79.55,126.28,2019
3647,New Mexico State,Ind.,119,23,0,0,9,79.27,125.55,2019
3648,Georgia Southern,SBC,120,24,0,0,9,79.54,125.24,2019
3649,Coastal Carolina,SBC,121,30,0,0,8,78.62,125.06,2019
3650,Louisiana-Monroe,SBC,122,21,0,0,10,79.74,124.99,2019
3651,Eastern Michigan,MAC,123,30,0,0,10,78.55,124.96,2019
3652,Navy,AAC,124,29,0,0,9,78.66,122.91,2019
3653,Ball State,MAC,125,18,0,0,10,80.03,122.89,2019
3654,South Alabama,SBC,126,30,0,0,7,78.5,122.8,2019
3655,San Jose State,M-West,127,19,0,0,10,80.01,122.02,2019
3656,Harvard,,128,21,0,0,10,81.06,121.09,2019
3657,Bowling Green,MAC,129,20,0,0,7,78.89,115.37,2019
3658,Princeton,,130,17,0,0,9,80.4,115.3,2019
3659,Stephen F. Austin,,131,18,0,0,9,80.74,113.59,2019
3660,Charlotte,C-USA,132,16,0,0,5,79.45,112.69,2019
3661,Texas State,SBC,133,17,0,0,5,79.73,111.1,2019
3662,Yale,,134,16,0,0,8,80.04,110.17,2019
3663,Liberty,Ind.,135,17,0,0,10,80.92,108.39,2019
3664,Central Arkansas,,136,20,0,0,6,79.14,106.84,2019
3665,Idaho,,137,18,0,0,4,78.49,99.19,2019
3666,Eastern Washington,,138,18,0,0,4,78.7,94.76,2019
3667,Mercer,,139,13,0,0,5,78.81,92.53,2019
3668,Eastern Kentucky,,140,19,0,0,3,76.8,90.32,2019
3669,UC Davis,,141,10,0,0,6,80.26,90.14,2019
3670,North Dakota State,,142,25,0,0,5,79.05,86.93,2019
3671,Central Washington,,143,24,0,0,3,77.28,85.47,2019
3672,Northern Arizona,,144,10,0,0,4,79.75,84.4,2019
3673,Idaho State,,145,10,0,0,4,79.76,79.45,2019
3674,Jacksonville State,,146,8,0,1,2,81.93,79.23,2019
3675,James Madison,,147,8,0,0,3,80.6,70.12,2019
3676,Montana,,148,8,0,0,3,79.58,69.85,2019
3677,Illinois State,,149,11,0,0,4,78.43,69.17,2019
3678,Kennesaw State,,150,24,0,0,3,79.37,69.12,2019
3679,Montana State,,151,9,0,0,3,79.09,66.92,2019
3680,Western Carolina,,152,12,0,0,4,81.42,65.38,2019
3681,Northern Iowa,,153,5,0,0,5,82.91,62.42,2019
3683,Southern Utah,,155,7,0,0,4,80.18,58.28,2019
3684,Texas Southern,,156,7,0,0,5,81.66,56.43,2019
3685,UT Martin,,157,15,0,0,2,79.55,55.08,2019
3686,Pennsylvania,,158,6,0,0,4,81.32,54.99,2019
3687,Murray State,,159,6,0,0,4,81.31,54.92,2019
3688,Dartmouth,,160,7,0,0,3,81.28,54.85,2019
3689,Holy Cross,,161,8,0,0,3,79.02,51.84,2019
3690,Southern University,,162,4,0,0,4,83.03,51.2,2019
3691,Sam Houston State,,163,8,0,0,4,82.36,48.49,2019
3692,Houston Baptist,,164,8,0,0,2,77.01,47.54,2019
3693,Austin Peay,,165,19,0,0,0,78.1,46.22,2019
3694,Georgetown,,166,6,0,0,3,79.37,45.58,2019
3695,Incarnate Word,,167,19,0,0,1,73.21,43.48,2019
3696,Howard,,168,6,0,0,2,78.86,43.12,2019
3697,Grand Valley State,,169,15,0,0,1,77.14,41.65,2019
3698,McNeese State,,170,6,0,0,2,80.14,39.93,2019
3699,Weber State,,171,4,0,0,2,79.98,39.26,2019
3700,Dixie State,,172,4,0,0,3,79.69,38.17,2019
3701,Eastern Illinois,,173,6,0,0,3,79.43,37.39,2019
3703,Stony Brook,,175,6,0,0,3,82.28,36.5,2019
3704,Lamar,,176,6,0,0,1,79.11,35.77,2019
3705,Delaware,,177,9,0,0,0,79.09,35.61,2019
3706,Richmond,,178,5,0,0,2,81.91,35.42,2019
3707,Chattanooga,,179,6,0,0,1,78.88,34.93,2019
3708,Cal Poly,,180,4,0,0,2,78.82,34.79,2019
3709,Furman,,181,5,0,0,0,78.85,34.69,2019
3710,Nicholls State,,182,4,0,0,2,81.37,33.85,2019
3711,West Georgia,,183,4,0,0,1,78.41,33.17,2019
3712,Tennessee State,,184,5,0,0,2,81.13,33.09,2019
3713,East Tennessee State,,185,5,0,0,1,81.06,32.91,2019
3714,New Hampshire,,186,5,0,0,1,78.26,32.54,2019
3715,Fordham,,187,6,0,0,1,78.26,32.49,2019
3716,Indiana State,,188,4,0,0,1,78.22,32.33,2019
3717,Morgan State,,189,5,0,0,1,80.43,31.01,2019
3718,Villanova,,190,8,0,0,1,80.41,30.97,2019
3719,Wofford,,191,5,0,0,0,76.32,30.95,2019
3720,Prairie View A&M,,192,4,0,0,1,80.37,30.85,2019
3721,Southeastern Louisiana,,193,3,0,0,2,80.33,30.71,2019
3722,North Carolina A&T,,194,4,0,0,2,80.24,30.43,2019
3723,Sacramento State,,195,5,0,0,2,79.87,29.38,2019
3724,Southern Illinois,,196,8,0,0,0,75.95,29.21,2019
3725,Abilene Christian,,197,10,0,0,1,79.42,28.07,2019
3726,North Dakota,,198,5,0,0,1,79.26,27.5,2019
3727,Northern Colorado,,199,5,0,0,0,76.97,27.42,2019
3728,San Diego,,200,5,0,0,0,76.97,27.37,2019
3729,North Carolina Central,,201,2,0,0,2,82.53,24.99,2019
3730,South Dakota,,202,4,0,0,0,78.28,24.59,2019
3731,Southeast Missouri State,,203,3,0,0,1,82.25,24.44,2019
3732,Ferris State,,204,3,0,0,1,78.09,24.17,2019
3734,Maine,,206,3,0,0,1,81.06,22.07,2019
3735,Alcorn State,,207,5,0,0,2,80.82,21.58,2019
3736,Missouri State,,208,4,0,0,1,80.53,21.02,2019
3737,Pittsburg State,,209,2,0,0,2,80.48,20.9,2019
3739,Rhode Island,,211,3,0,0,1,80.04,20.03,2019
3740,Northwestern State,,212,3,0,0,1,79.83,19.61,2019
3741,Samford,,213,3,0,0,1,79.48,18.9,2019
3742,South Dakota State,,214,9,0,0,1,75.97,17.82,2019
3744,The Citadel,,216,6,0,0,0,78.71,17.36,2019
3746,Arkansas-Pine Bluff,,218,2,0,0,1,78.22,16.4,2019
3748,Elon,,220,10,0,0,1,78.05,16.08,2019
3749,William & Mary,,221,5,0,0,0,78,15.95,2019
3750,Bucknell,,222,4,0,0,0,77.5,14.96,2019
3751,Southwest Minnesota State,,223,4,0,0,1,77.47,14.91,2019
3753,Youngstown State,,225,2,0,0,1,83.33,13.33,2019
3754,Colgate,,226,7,0,0,1,74.35,13.03,2019
3755,Texas A&M-Kingsville,,227,1,0,0,1,83,13,2019
3756,Monmouth,,228,2,0,0,1,81.98,11.98,2019
3757,Alabama A&M,,229,2,0,0,1,75.8,11.61,2019
3758,Bethune-Cookman,,230,1,0,0,1,81.54,11.54,2019
3759,Hampton,,231,1,0,0,1,81,11,2019
3760,Grambling State,,232,1,0,0,1,80.64,10.64,2019
3762,Florida A&M,,234,3,0,0,1,79.93,9.93,2019
3763,Charleston Southern,,235,3,0,0,0,79.03,9.03,2019
3764,Albany,,236,5,0,0,0,78.92,8.92,2019
3765,Lafayette,,237,1,0,0,0,78.42,8.42,2019
3766,Alabama State,,238,3,0,0,0,77.97,7.97,2019
3768,Duquesne,,240,1,0,0,0,77.52,7.52,2019
3769,Gardner-Webb,,241,3,0,0,0,76.3,6.3,2019
3771,Azusa Pacific,,243,2,0,0,0,75.97,5.97,2019
3774,Tarleton State,,246,1,0,0,0,74.96,4.96,2019
3775,Tennessee Tech,,247,8,0,0,0,74.96,4.96,2019
3777,North Alabama,,249,3,0,0,0,71.98,3.96,2019
3802,Saginaw Valley State,,279,2,0,0,0,69.96,-0.07,2019
3778,Delta State,,,1,0,0,0,0,0,2019
3779,Delta State,,,1,0,0,0,0,0,2019
3780,Morehead State,,,1,0,0,0,0,0,2019
3781,Cornell,,,1,0,0,0,0,0,2019
3782,Southwest Baptist,,,1,0,0,0,0,0,2019
3783,Lindenwood University,,,1,0,0,0,0,0,2019
3784,Savannah State,,,1,0,0,0,0,0,2019
3785,Carson Newman College,,,1,0,0,0,0,0,2019
3786,Sacred Heart,,,2,0,0,0,0,0,2019
3787,Texas A&M Commerce,,,3,0,0,0,0,0,2019
3788,Lehigh,,,3,0,0,0,0,0,2019
3789,Towson,,,2,0,0,0,0,0,2019
3790,Columbia,,,4,0,0,0,0,0,2019
3791,Louisiana College,,,1,0,0,0,0,0,2019
3792,Delaware State,,,1,0,0,0,0,0,2019
3793,Robert Morris,,,2,0,0,0,0,0,2019
3794,Brown,,,2,0,0,0,0,0,2019
3795,Henderson State,,,1,0,0,0,0,0,2019
3796,West Texas A&M,,,1,0,0,0,0,0,2019
3797,Tuskegee,,,1,0,0,0,0,0,2019
3798,LIU Post,,,1,0,0,0,0,0,2019
3799,"California, Pa.",,,1,0,0,0,0,0,2019
3800,St. Thomas University,,,3,0,0,0,0,0,2019
3801,Montana Tech,,,1,0,0,0,0,0,2019
3761,Southern Arkansas,,,2,0,0,1,80.03,10.03,2019
3641,Connecticut,Ind.,,17,0,0,13,80.9,130.85,2019
3752,Colorado School of Mines,,,2,0,0,0,77.47,14.9,2019
3747,Texas-Permian Basin,,,4,0,0,0,78.22,16.39,2019
3745,Southern Oregon,,,2,0,0,1,78.48,16.91,2019
3743,Dakota Wesleyan,,,3,0,0,0,75.97,17.75,2019
3738,Central Oklahoma,,,4,0,0,1,80.24,20.43,2019
3733,Montana State-Northern,,,4,0,0,1,77.97,23.73,2019
3702,Western Oregon,,,6,0,0,1,77.57,36.73,2019
3776,Eastern Oregon,,,2,0,0,0,72.46,4.92,2019
3772,Sterling College,,,1,0,0,0,74.96,4.96,2019
3773,Valley City State,,,3,0,0,0,74.96,4.96,2019
3770,Black Hills State,,,1,0,0,0,75.97,5.97,2019
3682,Simon Fraser,,,11,0,0,1,77.04,62.02,2019
3767,University of Charleston,,,2,0,0,0,77.52,7.52,2019
3803,Georgia,SEC,1,25,4,15,6,92.96,313.34,2020
3804,Alabama,SEC,2,25,4,17,4,93.56,310.44,2020
3805,Clemson,ACC,3,23,5,12,6,93.45,309.73,2020
3806,LSU,SEC,4,24,3,14,7,92.84,300.54,2020
3807,Ohio State,Big-Ten,5,25,3,14,8,91.8,295.08,2020
3808,Texas A&M,SEC,6,26,2,13,11,91.13,289.49,2020
3809,Auburn,SEC,7,26,0,16,10,90.89,274.6,2020
3810,Texas,Big-12,8,20,1,15,4,91.77,273.47,2020
3811,Florida,SEC,9,24,1,16,6,90.7,272.99,2020
3812,Tennessee,SEC,10,23,0,13,9,89.92,261.5,2020
3813,Oklahoma,Big-12,11,23,0,14,9,90.4,259.6,2020
3814,Oregon,Pac-12,12,22,3,7,12,90.19,259.49,2020
3815,Miami,ACC,13,22,0,10,12,89.97,256.71,2020
3816,Michigan,Big-Ten,14,23,0,14,9,90.35,256.34,2020
3817,Penn State,Big-Ten,15,27,0,11,16,89.55,256.05,2020
3818,Washington,Pac-12,16,22,1,9,11,88.76,252.35,2020
3819,Notre Dame,Ind.,17,17,1,8,8,90.75,251.45,2020
3820,South Carolina,SEC,18,24,1,8,15,88.63,250.12,2020
3821,North Carolina,ACC,19,25,0,9,16,88.49,246.65,2020
3822,Nebraska,Big-Ten,20,24,0,9,15,88.38,240.27,2020
3823,Stanford,Pac-12,21,25,0,6,16,87.17,238.62,2020
3824,Florida State,ACC,22,25,0,8,16,87.97,238.41,2020
3825,Arizona State,Pac-12,23,21,0,8,13,88.03,231.28,2020
3826,TCU,Big-12,24,19,1,5,13,88.49,230.33,2020
3827,Kentucky,SEC,25,23,0,7,16,88.39,229.87,2020
3828,Wisconsin,Big-Ten,26,20,0,5,15,87.82,225.54,2020
3829,Georgia Tech,ACC,27,24,0,5,19,87.21,222.73,2020
3830,Mississippi State,SEC,28,24,0,5,18,87.51,220.24,2020
3831,Utah,Pac-12,29,21,0,4,17,86.53,212.32,2020
3832,Arkansas,SEC,30,21,0,4,17,86.75,212.16,2020
3833,Maryland,Big-Ten,31,27,1,2,24,85.62,209.67,2020
3834,UCLA,Pac-12,32,20,0,4,16,86.94,208.42,2020
3835,Purdue,Big-Ten,33,21,0,5,16,86.64,208.38,2020
3836,Ole Miss,SEC,34,18,0,4,14,87.24,204.07,2020
3837,Iowa,Big-Ten,35,21,0,1,20,86.45,203.81,2020
3838,Colorado,Pac-12,36,24,0,3,21,85.62,203.17,2020
3839,West Virginia,Big-12,37,22,0,1,21,86.44,199.77,2020
3840,Minnesota,Big-Ten,38,24,0,2,22,85.8,199.35,2020
3841,California,Pac-12,39,26,0,1,25,85.66,198,2020
3842,Cincinnati,AAC,40,22,0,3,19,85.31,194.95,2020
3843,NC State,ACC,41,21,0,2,18,85.66,194.78,2020
3844,Louisville,ACC,42,25,0,0,25,85.61,194.46,2020
3845,Michigan State,Big-Ten,43,22,0,0,22,85.68,193.32,2020
3846,Pittsburgh,ACC,44,18,0,2,15,86.07,192.65,2020
3847,Oklahoma State,Big-12,45,21,0,1,20,85.57,192.35,2020
3848,Iowa State,Big-12,46,23,0,1,22,85.11,191.56,2020
3849,Northwestern,Big-Ten,47,17,0,1,16,86.5,190.69,2020
3850,Texas Tech,Big-12,48,23,0,1,22,85.16,187.98,2020
3851,Virginia,ACC,49,16,0,2,14,86.18,185.57,2020
3852,Missouri,SEC,50,17,0,1,16,85.77,182.85,2020
3853,Kansas State,Big-12,51,27,0,0,27,84.39,182.46,2020
3854,Vanderbilt,SEC,52,19,0,0,18,84.75,182.21,2020
3855,Oregon State,Pac-12,53,20,0,0,20,84.95,182.12,2020
3856,USC,Pac-12,54,13,0,2,11,87.49,181.01,2020
3857,Washington State,Pac-12,55,24,0,0,24,84.2,179.68,2020
3858,Kansas,Big-12,56,26,0,0,26,83.94,178.97,2020
3859,Indiana,Big-Ten,57,20,0,1,18,85,177.39,2020
3860,Syracuse,ACC,58,23,0,0,22,83.99,176.73,2020
3861,Baylor,Big-12,59,17,0,2,15,85.32,176.64,2020
3862,Wake Forest,ACC,60,22,0,0,20,83.6,173.82,2020
3863,Arizona,Pac-12,61,21,0,0,21,84.21,173.62,2020
3864,Duke,ACC,62,17,0,0,17,85.05,171.72,2020
3865,Boise State,M-West,63,20,0,0,19,84.39,170.85,2020
3866,Boston College,ACC,64,15,0,2,13,85.29,170.36,2020
3867,Rutgers,Big-Ten,65,21,0,0,20,84.18,170.14,2020
3868,Florida Atlantic,C-USA,66,20,0,0,20,83.5,166.46,2020
3869,Tulane,AAC,67,21,0,0,20,83.38,165.84,2020
3870,Memphis,AAC,68,18,0,0,18,84.01,165.67,2020
3871,Charlotte,C-USA,69,24,0,1,19,82.1,165.21,2020
3872,Houston,AAC,70,20,0,0,18,83.65,165.12,2020
3873,North Texas,C-USA,71,22,0,0,22,83.25,164.56,2020
3874,Toledo,MAC,72,20,0,0,19,83.16,164.2,2020
3875,East Carolina,AAC,73,29,0,0,26,82.39,163.7,2020
3876,UCF,AAC,74,20,0,0,20,83.83,162.97,2020
3877,Virginia Tech,ACC,75,15,0,1,14,84.98,162.89,2020
3878,FIU,C-USA,76,22,0,0,20,82.58,162.27,2020
3879,Louisiana Tech,C-USA,77,23,0,0,22,82.92,162.08,2020
3880,Southern Miss,C-USA,78,25,0,0,24,82.56,161.91,2020
3881,UNLV,M-West,79,28,0,0,22,81.45,160.84,2020
3882,BYU,Ind.,80,30,0,0,28,82.21,159.91,2020
3883,Louisiana,SBC,81,20,0,0,20,82.93,158.34,2020
3884,Western Kentucky,C-USA,82,26,0,0,21,81.52,157.37,2020
3885,SMU,AAC,83,15,0,0,15,84.3,156.95,2020
3886,Troy,SBC,84,25,0,0,18,81.39,155.25,2020
3887,Appalachian State,SBC,85,20,0,0,18,82.57,154.59,2020
3888,Bowling Green,MAC,86,32,0,0,20,80.85,154.4,2020
3889,Western Michigan,MAC,87,20,0,0,18,82.39,153.11,2020
3890,Illinois,Big-Ten,88,13,0,0,13,84.9,152.9,2020
3891,Miami (OH),MAC,89,25,0,0,19,81.39,150.61,2020
3892,Middle Tennessee State,C-USA,90,21,0,0,19,81.97,150.6,2020
3893,San Diego State,M-West,91,19,0,0,16,82.11,149.72,2020
3894,Northern Illinois,MAC,92,28,0,0,23,81.21,149.69,2020
3895,Arkansas State,SBC,93,23,0,0,17,81.71,148.75,2020
3896,Rice,C-USA,94,19,0,0,18,82.25,147.7,2020
3897,Old Dominion,C-USA,95,21,0,0,17,81.42,146.75,2020
3898,Liberty,Ind.,96,27,0,0,17,80.6,146.5,2020
3899,Marshall,C-USA,97,23,0,0,16,81.07,146.14,2020
3900,Temple,AAC,98,19,0,0,19,82.22,145.3,2020
3901,Georgia Southern,SBC,99,22,0,0,17,81.35,145.22,2020
3902,Texas State,SBC,100,19,0,0,15,81.51,145.19,2020
3903,Massachusetts,Ind.,101,26,0,0,21,81.32,145.02,2020
3904,UTSA,C-USA,102,17,0,0,15,82.44,144.83,2020
3905,UAB,C-USA,103,18,0,0,16,82.03,144.73,2020
3906,Air Force,M-West,104,47,0,0,19,80,143.45,2020
3907,South Alabama,SBC,105,26,0,0,24,81.26,143.26,2020
3908,USF,AAC,106,15,0,0,15,83.13,142.97,2020
3909,Colorado State,M-West,107,18,0,0,16,81.85,142.8,2020
3910,New Mexico,M-West,108,24,0,0,15,80.65,142.34,2020
3911,Kent State,MAC,109,23,0,0,20,80.95,141.52,2020
3912,Georgia State,SBC,110,16,0,0,16,82.5,140.52,2020
3913,Army,Ind.,111,58,0,0,17,79.33,140.42,2020
3914,Eastern Michigan,MAC,112,25,0,0,19,80.32,140.14,2020
3915,Coastal Carolina,SBC,113,24,0,0,22,81.23,139.64,2020
3916,Central Michigan,MAC,114,24,0,0,16,80.56,139.08,2020
3917,Tulsa,AAC,115,20,0,0,16,81.26,138.25,2020
3918,Wyoming,M-West,116,24,0,0,18,80.57,138.13,2020
3919,San Jose State,M-West,117,19,0,0,13,81.03,136.07,2020
3920,Connecticut,Ind.,118,25,0,0,21,80.55,134.27,2020
3921,Nevada,M-West,119,20,0,0,14,80.44,132.46,2020
3922,Louisiana-Monroe,SBC,120,22,0,0,18,80.56,132.3,2020
3923,Ball State,MAC,121,21,0,0,13,80.11,131.5,2020
3924,Fresno State,M-West,122,16,0,0,15,81.67,131.36,2020
3925,Princeton,,123,14,0,0,11,82.45,129.51,2020
3926,Akron,MAC,124,25,0,0,16,80.2,129.48,2020
3927,Hawaii,M-West,125,19,0,0,12,80.36,129.31,2020
3928,Utah State,M-West,126,18,0,0,11,80.44,129.14,2020
3929,Navy,AAC,127,66,0,0,12,78.98,128.76,2020
3930,Eastern Washington,,128,21,0,0,10,79.53,117.96,2020
3931,Ohio,MAC,129,15,0,0,12,80.32,116.96,2020
3932,Buffalo,MAC,130,16,0,0,9,79.89,114.94,2020
3933,New Mexico State,Ind.,131,21,0,0,8,79.56,114.72,2020
3934,UTEP,C-USA,132,28,0,0,6,78.38,114.47,2020
3935,Montana State,,133,13,0,0,7,80.23,101.69,2020
3936,Idaho,,134,17,0,0,3,78.15,96.43,2020
3937,Cal Poly,,135,10,0,0,8,80.9,94.88,2020
3938,UC Davis,,136,11,0,0,5,80.06,93.33,2020
3939,Sacramento State,,137,17,0,0,6,82.19,89.88,2020
3940,Central Washington,,138,26,0,0,2,78.11,86.67,2020
3941,Northern Arizona,,139,14,0,0,7,79.98,86.06,2020
3942,Harvard,,140,14,0,0,6,80.61,77.67,2020
3943,North Dakota State,,141,18,0,0,4,77.67,77.44,2020
3944,Stephen F. Austin,,142,11,0,0,6,83.49,77.21,2020
3945,Dixie State,,143,9,0,0,5,80.1,74.06,2020
3947,Villanova,,145,7,0,0,5,82.06,69.37,2020
3948,Northern Iowa,,146,18,0,0,5,79.21,69.3,2020
3949,Yale,,147,11,0,0,5,80.13,66.61,2020
3950,Dartmouth,,148,6,0,0,5,81.35,64.97,2020
3951,Columbia,,149,8,0,0,4,80.85,62.05,2020
3952,Central Arkansas,,150,8,0,0,5,82.82,61.89,2020
3953,Eastern Kentucky,,151,6,0,0,3,80.54,60.5,2020
3954,Rhode Island,,152,8,0,0,4,84.74,57.83,2020
3955,Illinois State,,153,8,0,0,2,78.57,56.34,2020
3956,Kennesaw State,,154,17,0,0,3,81.32,55.15,2020
3957,Southern Utah,,155,8,0,0,2,79.14,52.19,2020
3958,Montana,,156,6,0,0,3,78.95,51.3,2020
3959,Nicholls State,,157,5,0,0,4,82.94,50.71,2020
3960,Idaho State,,158,5,0,0,4,80.38,50.2,2020
3961,Pennsylvania,,159,9,0,0,4,82.75,50.08,2020
3962,Tennessee State,,160,5,0,0,4,81.67,45.79,2020
3963,Furman,,161,9,0,0,2,78.89,43.15,2020
3964,Eastern Illinois,,162,4,0,0,3,80.88,42.77,2020
3965,Portland State,,163,4,0,0,3,80.68,41.99,2020
3966,Holy Cross,,164,9,0,0,2,78.63,41.97,2020
3967,Georgetown,,165,7,0,0,1,78.46,40.93,2020
3968,Missouri State,,166,8,0,0,2,80.05,39.43,2020
3969,South Dakota,,167,7,0,0,2,79.74,38.57,2020
3970,Elon,,168,3,0,0,3,82.45,36.99,2020
3971,Northern Colorado,,169,6,0,0,2,79.29,36.46,2020
3972,East Tennessee State,,170,5,0,0,2,79.14,35.94,2020
3973,Gardner-Webb,,171,3,0,0,3,81.96,35.57,2020
3974,James Madison,,172,8,0,0,3,78.89,35.08,2020
3975,McNeese State,,173,5,0,0,2,81.78,35.04,2020
3976,Davidson,,174,6,0,0,3,81.65,34.64,2020
3977,Southeastern Louisiana,,175,4,0,0,2,81.43,34.04,2020
3978,Murray State,,176,3,0,0,2,80.89,32.44,2020
3979,Western Carolina,,177,5,0,0,1,79.9,29.45,2020
3981,Brown,,179,4,0,0,2,77.21,28.57,2020
3982,Florida A&M,,180,3,0,0,2,79.35,27.97,2020
3983,San Diego,,181,5,0,0,1,79.31,27.65,2020
3984,Youngstown State,,182,4,0,0,2,79.11,27.25,2020
3985,Sam Houston State,,183,6,0,0,2,83.31,26.54,2020
3986,Morgan State,,184,6,0,0,2,82.94,25.8,2020
3987,Weber State,,185,4,0,0,1,78.31,24.7,2020
3988,UT Martin,,186,7,0,0,2,82.05,24.03,2020
3989,Azusa Pacific,,187,3,0,0,1,77.97,23.73,2020
3990,Western Illinois,,188,3,0,0,1,77.97,23.72,2020
3991,Saginaw Valley State,,189,3,0,0,2,81.67,23.28,2020
