id,name,conference,nat_rank,commits,five_star,four_star,three_star,avg,points,year
2064,Grambling State,,205,1,0,0,0,76.67,6.67,2013
2065,Western Illinois,,206,1,0,0,0,76.67,6.67,2013
2066,Southeast Missouri State,,207,1,0,0,0,76.67,6.67,2013
2067,North Dakota,,208,1,0,0,0,76.67,6.67,2013
2068,South Dakota,,209,1,0,0,0,76.67,6.67,2013
2069,Gardner-Webb,,210,1,0,0,0,75.98,5.98,2013
2071,Texas Southern,,212,1,0,0,0,73.33,3.33,2013
2072,Dartmouth,,213,2,0,0,0,71.65,3.31,2013
2073,Elon,,214,1,0,0,0,71.97,1.97,2013
2074,Rhode Island,,215,1,0,0,0,70,0,2013
2075,Robert Morris,,216,1,0,0,0,70,0,2013
2076,Georgetown,,217,1,0,0,0,70,0,2013
2077,North Dakota State,,218,1,0,0,0,70,0,2013
2108,Lenoir-Rhyne,,249,1,0,0,0,69.97,-0.03,2013
2109,Northern Michigan,,250,1,0,0,0,69.97,-0.03,2013
2078,Kutztown University,,,1,0,0,,0,0,2013
2079,Cornell,,,1,0,0,,0,0,2013
2080,Saint Francis (PA),,,1,0,0,,0,0,2013
2081,Bryant,,,1,0,0,0,70,0,2013
2082,Midwestern State,,,1,0,0,0,70,0,2013
2083,New Hampshire,,,1,0,0,,0,0,2013
2084,Liberty,Ind.,,2,0,0,,0,0,2013
2085,Idaho State,,,1,0,0,,0,0,2013
2086,Texas A&M Commerce,,,1,0,0,,0,0,2013
2087,Howard,,,3,0,0,,0,0,2013
2088,Humboldt State,,,1,0,0,,0,0,2013
2089,Princeton,,,1,0,0,,0,0,2013
2090,Belhaven University,,,1,0,0,,0,0,2013
2091,Prairie View A&M,,,2,0,0,0,70,0,2013
2092,Bradley,,,1,0,0,,0,0,2013
2093,Hobart,,,1,0,0,,0,0,2013
2094,Ashland University,,,1,0,0,,0,0,2013
2095,Morgan State,,,1,0,0,,0,0,2013
2096,Campbell,,,1,0,0,0,70,0,2013
2097,IUP,,,1,0,0,,0,0,2013
2098,Mercer,,,1,0,0,,0,0,2013
2099,Missouri State,,,1,0,0,,0,0,2013
2100,West Texas A&M,,,2,0,0,,0,0,2013
2101,Monmouth,,,1,0,0,,0,0,2013
2102,East Central University,,,1,0,0,,0,0,2013
2103,West Georgia,,,1,0,0,,0,0,2013
2104,Northwood University,,,1,0,0,,0,0,2013
2105,San Diego,,,1,0,0,,0,0,2013
2106,Henderson State,,,1,0,0,,0,0,2013
2107,Shippensburg University,,,1,0,0,,0,0,2013
2070,Minnesota State Mankato,,,1,0,0,0,75.81,5.81,2013
2050,Nebraska Kearney,,,2,0,0,0,74.81,9.62,2013
2110,Alabama,SEC,1,26,6,16,4,93.65,319.71,2014
2111,LSU,SEC,2,26,4,13,9,91.25,299.29,2014
2112,Ohio State,Big-Ten,3,25,1,15,7,90.59,296.08,2014
2113,Florida State,ACC,4,29,2,14,12,90.13,286.79,2014
2114,Texas A&M,SEC,5,22,3,11,8,90.99,278.08,2014
2115,Auburn,SEC,6,26,2,11,11,88.78,277.12,2014
2116,Tennessee,SEC,7,32,0,16,16,89.5,274.77,2014
2117,Georgia,SEC,8,21,3,10,8,90.97,273.39,2014
2118,Florida,SEC,9,24,1,8,15,89.61,267.4,2014
2119,USC,Pac-12,10,26,2,8,11,87.03,264.86,2014
2120,Notre Dame,Ind.,11,23,0,16,6,89.32,260.44,2014
2121,Miami,ACC,12,27,1,7,18,88.07,256.08,2014
2122,Stanford,Pac-12,13,20,1,7,12,89.37,250.05,2014
2123,Oklahoma,Big-12,14,28,1,8,17,87.3,248.94,2014
2124,Ole Miss,SEC,15,27,0,6,19,87.42,241.12,2014
2125,Clemson,ACC,16,20,0,10,9,88.69,240.73,2014
2126,Texas,Big-12,17,23,0,8,15,88.09,239.85,2014
2127,UCLA,Pac-12,18,20,0,9,11,88.83,239.74,2014
2128,South Carolina,SEC,19,20,0,10,10,88.87,239.33,2014
2129,Michigan,Big-Ten,20,16,1,8,7,89.9,233.54,2014
2130,Oregon,Pac-12,21,21,0,7,13,87.87,232.44,2014
2131,Kentucky,SEC,22,28,0,6,22,86.83,225.4,2014
2132,Arizona State,Pac-12,23,28,0,8,19,86.22,223.19,2014
2133,Penn State,Big-Ten,24,25,0,5,20,86.82,221.35,2014
2134,Baylor,Big-12,25,28,1,3,24,85.39,218.13,2014
2135,Michigan State,Big-Ten,26,22,1,3,18,86.78,217.62,2014
2136,Oklahoma State,Big-12,27,27,0,5,21,85.91,217.59,2014
2137,Virginia Tech,ACC,28,27,0,4,22,85.99,217.39,2014
2138,Arkansas,SEC,29,25,0,4,20,85.8,215.5,2014
2139,North Carolina,ACC,30,21,0,3,17,86.28,213.58,2014
2140,Arizona,Pac-12,31,31,0,4,24,84.02,213.29,2014
2141,Wisconsin,Big-Ten,32,26,0,3,20,84.78,205.44,2014
2142,Virginia,ACC,33,17,2,2,10,85.83,205.34,2014
2143,NC State,ACC,34,31,0,2,27,84.44,201.31,2014
2144,Nebraska,Big-Ten,35,25,0,2,22,84.95,200.24,2014
2145,Mississippi State,SEC,36,24,0,3,19,84.84,199.92,2014
2146,Missouri,SEC,37,29,0,3,25,84.54,198.53,2014
2147,Washington,Pac-12,38,24,0,4,16,84.34,198.52,2014
2148,West Virginia,Big-12,39,23,0,2,19,84.12,194.85,2014
2149,Texas Tech,Big-12,40,28,0,0,26,84.08,191.82,2014
2150,Maryland,Big-Ten,41,18,1,3,11,84.47,190.98,2014
2151,USF,AAC,42,28,0,0,27,84.32,189.74,2014
2152,TCU,Big-12,43,26,0,1,20,83.07,188.64,2014
2153,Pittsburgh,ACC,44,23,0,2,18,84.13,187.66,2014
2154,Louisville,ACC,45,24,0,0,20,83.96,183.64,2014
2155,Vanderbilt,SEC,46,23,0,2,17,83.37,183.05,2014
2156,Northwestern,Big-Ten,47,15,0,4,9,85.79,182.68,2014
2157,Indiana,Big-Ten,48,29,0,1,23,82.35,180.46,2014
2158,Kansas State,Big-12,49,24,0,1,18,82.17,178.29,2014
2159,Kansas,Big-12,50,24,0,1,19,83.16,177.14,2014
2160,Boston College,ACC,51,27,0,0,20,82.71,177.12,2014
2161,Syracuse,ACC,52,25,0,1,20,82.72,176.87,2014
2162,Washington State,Pac-12,53,22,0,0,20,83.28,176.62,2014
2163,Georgia Tech,ACC,54,21,0,0,20,84.04,175.71,2014
2164,California,Pac-12,55,19,0,1,15,83.5,174.52,2014
2165,Rutgers,Big-Ten,56,27,0,1,18,81.47,174.14,2014
2166,Minnesota,Big-Ten,57,21,0,1,19,83.1,172.32,2014
2167,Iowa,Big-Ten,58,20,0,0,19,83.64,171.84,2014
2168,Iowa State,Big-12,59,25,0,1,21,82.64,171.65,2014
2169,Oregon State,Pac-12,60,30,0,0,24,81.7,166.96,2014
2170,Duke,ACC,61,18,0,0,18,84.18,166.35,2014
2171,Marshall,C-USA,62,28,0,1,15,80.17,165.64,2014
2172,Boise State,M-West,63,21,0,1,15,81.8,163.09,2014
2173,BYU,Ind.,64,20,0,1,12,82,161.71,2014
2174,Cincinnati,AAC,65,27,0,0,19,81.25,161.43,2014
2175,Utah,Pac-12,66,18,0,1,14,83.05,160.67,2014
2176,Wake Forest,ACC,67,25,0,0,20,81.8,160.4,2014
2177,UCF,AAC,68,17,0,1,14,83.18,159.55,2014
2178,Temple,AAC,69,30,0,0,17,80.35,156.27,2014
2179,Purdue,Big-Ten,70,19,0,0,16,82.45,156.02,2014
2180,Western Michigan,MAC,71,27,0,0,15,80.51,153.42,2014
2181,Illinois,Big-Ten,72,18,0,0,13,82.25,153.35,2014
2182,San Diego State,M-West,73,26,0,0,13,79.8,147.92,2014
2183,Colorado,Pac-12,74,23,0,0,13,80.11,147.9,2014
2184,Houston,AAC,75,26,0,0,19,80.9,144.26,2014
2185,East Carolina,AAC,76,27,0,0,12,79.6,136.87,2014
2186,Old Dominion,C-USA,77,33,0,0,12,78.13,136.07,2014
2187,Memphis,AAC,78,25,0,0,12,78.42,135.91,2014
2188,Tulsa,AAC,79,24,0,0,9,79.35,130.3,2014
2189,SMU,AAC,80,23,0,0,9,78.55,128.23,2014
2190,Nevada,M-West,81,29,0,0,8,78.01,126.15,2014
2191,Southern Miss,C-USA,82,24,0,0,9,78.11,125.74,2014
2192,San Jose State,M-West,83,19,0,0,9,78.93,124.98,2014
2193,Fresno State,M-West,84,24,0,0,7,78.92,124.42,2014
2194,Middle Tennessee State,C-USA,85,23,0,0,7,78.36,124.03,2014
2195,Colorado State,M-West,86,26,0,0,5,77.6,122.77,2014
2196,Appalachian State,SBC,87,28,0,0,6,77.64,121.25,2014
2197,Western Kentucky,C-USA,88,26,0,0,9,78.05,121.12,2014
2198,Louisiana Tech,C-USA,89,20,0,0,7,78.82,119.17,2014
2199,Tulane,AAC,90,20,0,0,8,79.3,118.86,2014
2200,Rice,C-USA,91,19,0,0,5,79.16,117.7,2014
2201,Toledo,MAC,92,23,0,0,7,78.13,115.38,2014
2202,New Mexico,M-West,93,26,0,0,7,76.62,112.56,2014
2203,Florida Atlantic,C-USA,94,23,0,0,5,77.25,111.77,2014
2204,Arkansas State,SBC,95,24,0,0,7,77.68,111.51,2014
2205,Georgia Southern,SBC,96,22,0,0,7,77.46,111.25,2014
2206,Texas State,SBC,97,26,0,0,3,77.62,109.9,2014
2207,Northern Illinois,MAC,98,30,0,0,4,75.43,109.52,2014
2208,Hawaii,M-West,99,25,0,0,5,76.45,108.34,2014
2209,Buffalo,MAC,100,22,0,0,6,77.75,108.06,2014
2210,Ball State,MAC,101,18,0,0,6,78.42,107.53,2014
2211,Ohio,MAC,102,24,0,0,5,76.52,105.12,2014
2212,North Texas,C-USA,103,22,0,0,4,77.01,105,2014
2213,Yale,,104,15,0,0,6,78.29,103.87,2014
2214,Georgia State,SBC,105,25,0,0,6,76.39,102.91,2014
2215,Bowling Green,MAC,106,19,0,0,3,77.53,102.64,2014
2216,Louisiana,SBC,107,21,0,0,3,76.72,102.49,2014
2217,Navy,AAC,108,21,0,0,4,77.3,101.9,2014
2218,FIU,C-USA,109,26,0,0,2,76.89,100.66,2014
2219,Connecticut,Ind.,110,16,0,0,4,77.91,98.31,2014
2220,Utah State,M-West,111,28,0,0,4,75.53,97.8,2014
2221,Air Force,M-West,112,24,0,0,3,76.87,97.78,2014
2222,Akron,MAC,113,18,0,0,4,77.31,97.33,2014
2223,UAB,C-USA,114,32,0,0,3,75.09,96.13,2014
2224,South Alabama,SBC,115,23,0,0,3,76.46,96.08,2014
2225,Central Michigan,MAC,116,18,0,0,3,77.35,91.2,2014
2226,UNLV,M-West,117,19,0,0,3,76.75,91.15,2014
2227,UTEP,C-USA,118,23,0,0,3,75.69,89.53,2014
2228,Charlotte,C-USA,119,22,0,0,3,75.81,89.2,2014
2229,Massachusetts,Ind.,120,17,0,0,3,76.34,87.9,2014
2230,Army,Ind.,121,21,0,0,2,76.31,87.22,2014
2231,New Mexico State,Ind.,122,27,0,0,1,75.58,86.79,2014
2232,Kent State,MAC,123,21,0,0,4,75.8,86.65,2014
2233,Eastern Michigan,MAC,124,18,0,0,3,75.94,84.89,2014
2234,Miami (OH),MAC,125,25,0,0,3,75.47,84.76,2014
2235,Louisiana-Monroe,SBC,126,23,0,0,1,76.31,84.48,2014
2236,UTSA,C-USA,127,16,0,0,1,76.73,81.73,2014
2237,Wyoming,M-West,128,22,0,0,1,75.99,80.87,2014
2238,Idaho,,129,22,0,0,1,74.94,77.86,2014
2239,Illinois State,,130,13,0,0,4,76.55,75.99,2014
2240,Chattanooga,,131,10,0,0,2,77.63,69.28,2014
2241,Troy,SBC,132,17,0,0,1,74.22,64.21,2014
2242,Portland State,,133,10,0,0,2,77.2,63.88,2014
2243,Northern Arizona,,134,8,0,0,0,77.39,53.85,2014
2244,Charleston Southern,,135,10,0,0,1,75.12,48.6,2014
2245,Jacksonville State,,136,8,0,0,1,76.29,47.91,2014
2246,Abilene Christian,,137,5,0,0,2,79.5,45.91,2014
2247,Albany,,138,4,0,0,3,80.79,42.37,2014
2248,Southern Illinois,,139,6,0,0,1,77.19,41.96,2014
2249,Harvard,,140,4,0,0,2,80.46,41.25,2014
2250,South Carolina State,,141,3,0,0,3,83.72,40.82,2014
2251,North Dakota State,,142,8,0,0,1,74.81,36.88,2014
2252,Stony Brook,,143,5,0,0,1,77.19,35.51,2014
2253,Samford,,144,5,0,0,1,77,34.42,2014
2254,Tennessee Tech,,145,4,0,0,1,78.39,32.99,2014
2255,Kennesaw State,,146,9,0,0,2,73.71,32.95,2014
2256,Nicholls State,,147,5,0,0,1,76.53,32.13,2014
2257,Furman,,148,5,0,0,1,76.3,30.83,2014
2258,Princeton,,149,5,0,0,2,76.16,30.57,2014
2259,Indiana State,,150,4,0,0,0,77.73,30.33,2014
2260,Missouri State,,151,6,0,0,0,74.81,28.44,2014
2261,UC Davis,,152,4,0,0,0,76.98,27.34,2014
2262,Tennessee State,,153,4,0,0,0,76.75,26.59,2014
2263,Wofford,,154,7,0,0,1,73.84,26.57,2014
2264,Murray State,,155,4,0,0,1,76.45,25.6,2014
2265,Austin Peay,,156,5,0,0,1,75.04,25.04,2014
2266,Northern Iowa,,157,8,0,0,1,73.05,24.32,2014
2267,Eastern Illinois,,158,5,0,0,0,74.88,24.03,2014
2268,East Tennessee State,,159,5,0,0,1,74.8,23.78,2014
2269,Mercer,,160,4,0,0,0,75.94,23.5,2014
2270,Southeast Missouri State,,161,2,0,0,2,81.73,23.39,2014
2271,Towson,,162,5,0,0,2,74.37,21.77,2014
2272,Bethune-Cookman,,163,3,0,0,1,76.89,20.62,2014
2273,Northern Colorado,,164,3,0,0,0,76.9,20.55,2014
2274,Delaware,,165,7,0,0,0,72.93,20.34,2014
2275,James Madison,,166,5,0,0,1,74.05,20.2,2014
2276,Alabama State,,167,4,0,0,0,75.06,20.09,2014
2277,Coastal Carolina,SBC,168,4,0,0,0,75.04,19.95,2014
2278,Monmouth,,169,4,0,0,1,74.83,19.29,2014
2279,Richmond,,170,8,0,0,0,72.42,19.26,2014
2280,Fordham,,171,3,0,0,1,76.32,18.92,2014
2281,Incarnate Word,,172,2,0,0,1,79.48,18.92,2014
2282,Youngstown State,,173,5,0,0,0,73.79,18.81,2014
2283,William & Mary,,174,6,0,0,1,73.04,18.18,2014
2284,South Dakota State,,175,3,0,0,0,75.76,17.23,2014
2285,Rhode Island,,176,2,0,0,1,78.5,17,2014
2286,Valdosta State,,177,3,0,0,0,75.62,16.82,2014
2287,The Citadel,,178,3,0,0,1,75.6,16.76,2014
2288,Eastern Washington,,179,3,0,0,0,75.55,16.52,2014
2289,Lamar,,180,1,0,0,1,86.46,16.46,2014
2290,Lafayette,,181,3,0,0,0,75.33,15.94,2014
2291,Central Arkansas,,182,4,0,0,0,73.94,15.73,2014
2292,Western Illinois,,183,4,0,0,0,73.89,15.51,2014
2293,Holy Cross,,184,4,0,0,0,73.9,15.49,2014
2294,Southeastern Louisiana,,185,8,0,0,0,71.87,14.95,2014
2296,Savannah State,,187,4,0,0,0,73.57,14.24,2014
2297,Jackson State,,188,4,0,0,0,73.58,14.23,2014
2298,McNeese State,,189,2,0,0,0,77.11,14.19,2014
2299,Pennsylvania,,190,2,0,0,1,76.98,13.96,2014
2300,Fort Hays State,,191,3,0,0,0,74.49,13.45,2014
2302,Sam Houston State,,193,2,0,0,0,76.67,13.29,2014
2303,Idaho State,,194,2,0,0,0,76.67,13.29,2014
2304,Colgate,,195,4,0,0,0,73.33,13.26,2014
2305,Eastern Kentucky,,196,6,0,0,0,72.21,13.24,2014
2306,Grambling State,,197,2,0,0,1,76.59,13.18,2014
2307,Jacksonville,,198,2,0,0,0,76.48,12.94,2014
2308,Presbyterian,,199,3,0,0,0,74.22,12.63,2014
2310,Fairmont State,,201,1,0,0,1,81.67,11.67,2014
2311,Villanova,,202,2,0,0,1,75.83,11.66,2014
2312,New Hampshire,,203,2,0,0,1,75.61,11.22,2014
2313,West Alabama,,204,2,0,0,0,75.56,11.1,2014
2314,Southern Nazarene,,205,1,0,0,1,81,11,2014
2315,UT Martin,,206,3,0,0,0,73.64,10.84,2014
2317,Western Carolina,,208,7,0,0,0,71.5,10.5,2014
2318,Kentucky Wesleyan,,209,1,0,0,1,80.04,10.04,2014
2319,Northwestern State,,210,1,0,0,1,80.04,10.04,2014
2320,Robert Morris,,211,3,0,0,0,73.32,9.95,2014
2321,Delaware State,,212,1,0,0,1,79.86,9.86,2014
2322,Houston Baptist,,213,2,0,0,0,74.67,9.34,2014
2323,Hampton,,214,1,0,0,0,79.04,9.04,2014
2324,Northwest Missouri State,,215,1,0,0,0,78.98,8.98,2014
2325,Georgetown,,216,1,0,0,0,78.93,8.93,2014
2326,North Carolina Central,,217,1,0,0,0,78.89,8.89,2014
2327,Cornell,,218,2,0,0,0,74.41,8.82,2014
2328,Norfolk State,,219,1,0,0,0,78.64,8.64,2014
2329,Tarleton State,,220,1,0,0,0,78.58,8.58,2014
2330,Duquesne,,221,1,0,0,0,78.32,8.32,2014
2331,Mississippi College,,222,1,0,0,0,77.93,7.93,2014
2332,Prairie View A&M,,223,1,0,0,0,77.93,7.93,2014
2333,Liberty,Ind.,224,2,0,0,0,73.82,7.63,2014
2334,Lehigh,,225,4,0,0,0,71.86,7.43,2014
2335,North Carolina A&T,,226,1,0,0,0,76.67,6.67,2014
2336,Sacramento State,,227,1,0,0,0,76.67,6.67,2014
2337,Stephen F. Austin,,228,1,0,0,0,76.67,6.67,2014
2338,Cal Poly,,229,1,0,0,0,76.67,6.67,2014
2339,Columbia,,230,1,0,0,0,76.67,6.67,2014
2340,Elon,,231,1,0,0,0,76.67,6.67,2014
2341,Montana State,,232,2,0,0,0,73.32,6.64,2014
2342,South Dakota,,233,3,0,0,0,72.21,6.64,2014
2343,Maine,,234,4,0,0,0,71.65,6.59,2014
2344,Bucknell,,235,2,0,0,0,73.16,6.31,2014
2345,Campbell,,236,3,0,0,0,71.98,5.95,2014
2346,Ferris State,,237,2,0,0,0,72.91,5.83,2014
2347,Western New Mexico,,238,1,0,0,0,75.52,5.52,2014
2348,Chadron State,,239,1,0,0,0,75.52,5.52,2014
2349,Benedict College,,240,1,0,0,0,75.52,5.52,2014
2350,Lenoir-Rhyne,,241,4,0,0,0,71.08,4.33,2014
2351,Howard,,242,1,0,0,0,73.98,3.98,2014
2352,Northeastern State,,243,1,0,0,0,73.33,3.33,2014
2353,Shorter,,244,1,0,0,0,73.3,3.3,2014
2354,Texas Southern,,245,1,0,0,0,71.97,1.97,2014
2385,Tusculum,,276,1,0,0,0,69.97,-0.03,2014
2386,Notre Dame College,,277,1,0,0,0,69.97,-0.03,2014
2388,Marist,,279,1,0,0,0,69.97,-0.03,2014
2389,Saint Francis (PA),,280,4,0,0,0,69.99,-0.03,2014
2390,Merrimack,,281,2,0,0,0,69.99,-0.03,2014
2391,Malone,,282,1,0,0,0,69.97,-0.03,2014
2392,Wagner,,283,1,0,0,0,69.97,-0.03,2014
2395,Southern University,,286,2,0,0,0,69.98,-0.03,2014
2396,Butler,,287,1,0,0,0,69.97,-0.03,2014
2397,North Alabama,,288,1,0,0,0,69.97,-0.03,2014
2398,North Greenville,,289,1,0,0,0,69.97,-0.03,2014
2399,Shippensburg University,,290,1,0,0,0,69.97,-0.03,2014
2400,Midwestern State,,291,1,0,0,0,69.97,-0.03,2014
2401,Tuskegee,,292,1,0,0,0,69.97,-0.03,2014
2402,Bemidji State,,293,1,0,0,0,69.97,-0.03,2014
2403,Bluefield College,,294,1,0,0,0,69.97,-0.03,2014
2404,Florida A&M,,295,1,0,0,0,69.97,-0.03,2014
2406,Lindenwood University,,297,2,0,0,0,69.97,-0.05,2014
2407,Southwest Minnesota State,,298,2,0,0,0,69.97,-0.06,2014
2408,Augustana,,299,2,0,0,0,69.97,-0.06,2014
2409,North Dakota,,300,4,0,0,0,69.98,-0.08,2014
2387,Georgetown College,,,1,0,0,0,69.97,-0.03,2014
2393,Mercyhurst College,,,1,0,0,0,69.97,-0.03,2014
2394,Siena,,,1,0,0,0,69.97,-0.03,2014
2405,Minnesota Duluth,,,1,0,0,0,69.97,-0.03,2014
2355,Central Washington,,,1,0,0,0,70,0,2014
2356,Wisconsin-Eau Claire,,,1,0,0,,0,0,2014
2357,Virginia State,,,1,0,0,,0,0,2014
2358,Bryant,,,1,0,0,,0,0,2014
2359,Montana,,,2,0,0,,0,0,2014
2360,Northwestern Oklahoma State,,,1,0,0,,0,0,2014
2361,Virginia State,,,1,0,0,,0,0,2014
2362,Wingate,,,1,0,0,,0,0,2014
2363,Grand Valley State,,,2,0,0,0,70,0,2014
2364,San Diego,,,1,0,0,,0,0,2014
2365,West Chester,,,1,0,0,,0,0,2014
2366,Alabama A&M,,,1,0,0,,0,0,2014
2367,Dartmouth,,,1,0,0,0,70,0,2014
2368,Catawba,,,1,0,0,,0,0,2014
2369,Davidson,,,1,0,0,,0,0,2014
2370,Birmingham Southern,,,1,0,0,,0,0,2014
2371,Sacred Heart,,,1,0,0,,0,0,2014
2372,Paine College,,,2,0,0,,0,0,2014
2373,Mount Union,,,1,0,0,0,70,0,2014
2374,Gardner-Webb,,,1,0,0,,0,0,2014
2375,IUP,,,2,0,0,,0,0,2014
2376,Concordia University,,,1,0,0,,0,0,2014
2377,"California, Pa.",,,1,0,0,0,70,0,2014
2378,,,,1,0,0,,0,0,2014
2379,Valparaiso,,,1,0,0,,0,0,2014
2380,West Virginia State,,,1,0,0,0,70,0,2014
2381,Texas A&M Commerce,,,1,0,0,,0,0,2014
2382,Newberry,,,1,0,0,0,70,0,2014
2383,Weber State,,,1,0,0,0,70,0,2014
2384,Carson Newman College,,,1,0,0,0,70,0,2014
2316,Faulkner,,,1,0,0,1,80.65,10.65,2014
2309,Georgia Military,,,1,0,0,1,82.5,12.5,2014
2301,Iowa Wesleyan,,,1,0,0,1,83.37,13.37,2014
2295,Southern Oregon,,,1,0,0,1,84.62,14.62,2014
2410,Alabama,SEC,1,24,6,14,4,93.73,311.1,2015
2411,USC,Pac-12,2,28,4,14,10,92.28,310.88,2015
2412,Florida State,ACC,3,20,4,10,6,92.54,287.06,2015
2413,Tennessee,SEC,4,30,1,15,12,89.48,286.26,2015
2414,LSU,SEC,5,24,2,11,9,89.91,284.37,2015
2415,Georgia,SEC,6,30,2,12,16,89.74,282.54,2015
2416,Ohio State,Big-Ten,7,26,1,14,10,90.31,279.6,2015
2417,Auburn,SEC,8,29,1,19,9,90.16,278.31,2015
2418,Clemson,ACC,9,26,3,9,12,89.12,277.98,2015
2419,Texas,Big-12,10,29,1,13,14,89.43,272.49,2015
2420,Texas A&M,SEC,11,27,3,10,13,89.03,270.61,2015
2421,UCLA,Pac-12,12,19,3,10,6,91.63,269.68,2015
2422,Notre Dame,Ind.,13,23,0,14,9,90.45,267.79,2015
2423,Penn State,Big-Ten,14,25,0,13,12,89.05,250,2015
2424,Oklahoma,Big-12,15,28,0,10,18,88.2,249.69,2015
2425,Oregon,Pac-12,16,22,1,6,15,88.71,245.79,2015
2426,Ole Miss,SEC,17,22,0,7,14,88.65,245.71,2015
2427,Mississippi State,SEC,18,27,0,7,20,87.69,237.46,2015
2428,Arizona State,Pac-12,19,23,0,7,16,87.82,232.73,2015
2429,South Carolina,SEC,20,31,0,7,23,86.63,230.49,2015
2430,Florida,SEC,21,21,2,2,17,87.26,227.46,2015
2431,Arkansas,SEC,22,25,0,7,18,86.56,222.51,2015
2432,Michigan State,Big-Ten,23,21,0,5,16,87.66,221.77,2015
2433,Stanford,Pac-12,24,22,0,5,17,87.04,220.65,2015
2434,Missouri,SEC,25,24,1,2,20,86.44,217.98,2015
2435,Washington,Pac-12,26,25,0,5,18,85.77,215.83,2015
2436,Miami,ACC,27,22,0,5,16,86.36,215.49,2015
2437,North Carolina,ACC,28,19,0,4,15,87.59,214.05,2015
2438,Virginia Tech,ACC,29,24,0,4,20,86.35,212.07,2015
2439,Nebraska,Big-Ten,30,21,0,4,16,86.16,211.72,2015
2440,NC State,ACC,31,23,0,4,18,85.31,208.69,2015
2441,Texas Tech,Big-12,32,19,0,5,14,85.79,203.18,2015
2442,Louisville,ACC,33,25,0,2,22,85.4,201.4,2015
2443,California,Pac-12,34,25,0,3,20,84.63,198.77,2015
2444,West Virginia,Big-12,35,22,0,3,17,84.75,198.02,2015
2445,Baylor,Big-12,36,19,0,3,14,85.2,195.88,2015
2446,Michigan,Big-Ten,37,14,0,6,8,87.81,194.82,2015
2447,Kentucky,SEC,38,21,0,2,17,85.09,193.19,2015
2448,TCU,Big-12,39,21,0,1,20,85.63,191.44,2015
2449,Oklahoma State,Big-12,40,21,0,2,18,84.86,191.28,2015
2450,Wisconsin,Big-Ten,41,19,0,1,18,85.5,189.85,2015
2451,Washington State,Pac-12,42,25,0,1,21,84.2,188.41,2015
2452,Arizona,Pac-12,43,26,0,1,24,84.32,186.57,2015
2453,Georgia Tech,ACC,44,27,0,0,27,84.46,185.45,2015
2454,Utah,Pac-12,45,23,0,0,23,84.65,183.38,2015
2455,Pittsburgh,ACC,46,15,0,3,12,85.98,183.18,2015
2456,Maryland,Big-Ten,47,18,0,2,15,84.73,182.31,2015
2457,Illinois,Big-Ten,48,24,0,2,18,83.45,181.74,2015
2458,Vanderbilt,SEC,49,19,0,2,15,84.47,181.37,2015
2459,Virginia,ACC,50,23,0,1,22,84.02,179.92,2015
2460,Wake Forest,ACC,51,25,0,0,22,82.98,176.85,2015
2461,Duke,ACC,52,18,0,1,15,84.45,175.77,2015
2462,Indiana,Big-Ten,53,23,0,0,22,83.78,175.35,2015
2463,Kansas State,Big-12,54,22,0,0,18,83.39,175.02,2015
2464,Northwestern,Big-Ten,55,20,0,0,19,84.07,174.83,2015
2465,Rutgers,Big-Ten,56,26,0,1,21,82.82,172.19,2015
2466,Syracuse,ACC,57,28,0,0,25,82.69,172.06,2015
2467,Boise State,M-West,58,22,0,1,21,83.61,171.68,2015
2468,Iowa,Big-Ten,59,21,0,1,19,83.26,169.99,2015
2469,Boston College,ACC,60,25,0,0,24,83.43,169.45,2015
2470,Oregon State,Pac-12,61,20,0,0,19,83.45,167.89,2015
2471,San Jose State,M-West,62,33,0,0,23,80.88,167.14,2015
2472,Minnesota,Big-Ten,63,24,0,0,24,83.14,167.01,2015
2473,Iowa State,Big-12,64,24,0,0,19,82.37,166.5,2015
2474,BYU,Ind.,65,22,0,0,15,82.11,165.06,2015
2475,USF,AAC,66,20,0,0,18,83.14,163.15,2015
2476,Purdue,Big-Ten,67,26,0,0,18,81.75,162.85,2015
2477,Cincinnati,AAC,68,26,0,0,19,81.85,162.45,2015
2478,Colorado,Pac-12,69,19,0,1,16,83.05,162.04,2015
2479,San Diego State,M-West,70,25,0,2,12,81.01,161.96,2015
2480,UCF,AAC,71,17,0,1,15,83.55,160.78,2015
2481,Fresno State,M-West,72,19,0,1,13,82,155.02,2015
2482,Kansas,Big-12,73,26,0,0,17,81.18,153.94,2015
2483,Miami (OH),MAC,74,29,0,1,16,79.79,150.48,2015
2484,Marshall,C-USA,75,25,0,0,14,80.55,149.98,2015
2485,Western Michigan,MAC,76,27,0,0,14,80.51,147.78,2015
2486,Memphis,AAC,77,31,0,1,15,79.44,146.79,2015
2487,Louisiana,SBC,78,25,0,0,13,80.17,146.18,2015
2488,Florida Atlantic,C-USA,79,26,0,0,15,80.37,146.02,2015
2489,Temple,AAC,80,23,0,0,12,80.12,143.34,2015
2490,SMU,AAC,81,23,0,0,13,80.45,142.99,2015
2491,Louisiana Tech,C-USA,82,22,0,0,14,80.84,142.32,2015
2492,Northern Illinois,MAC,83,31,0,0,13,79.1,138.94,2015
2493,Toledo,MAC,84,23,0,0,14,80.39,138.12,2015
2494,Georgia Southern,SBC,85,21,0,0,13,80.4,137.18,2015
